state,district,murder,rape,kidnapping,robbery,theft,riots,cheating,total_crimes,hurt,assault_women,dowry_deaths,risk_label,population_lakhs,crime_rate,murder_rate,rape_rate,kidnapping_rate,robbery_rate,theft_rate,riots_rate,cheating_rate,crime_severity_index,crime_diversity_score,tourist_risk_score,safety_score
Gujarat,Dang,8,0,3,1,8,0,5,136,5,2,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Gujarat,Devbhumi Dwarka,8,6,9,5,44,2,6,1242,68,2,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Gujarat,Gandhinagar,26,10,64,25,642,6,76,3125,152,15,1,Moderate,21.0,148.8095238095238,12.380952380952381,4.761904761904762,30.476190476190474,11.904761904761905,305.7142857142857,2.8571428571428568,36.19047619047619,4.340757047086298,6,15.62650804566427,9.418113441686575
Gujarat,Gir Somnath,14,16,18,5,62,2,7,1188,103,7,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Gujarat,Jamnagar,20,7,29,13,181,0,25,4712,154,14,0,Moderate,22.0,214.1818181818182,9.09090909090909,3.1818181818181817,13.181818181818182,5.909090909090909,82.27272727272727,0.0,11.363636363636365,1.8110443309035547,5,8.233749148424554,9.162489618643926
Gujarat,Junagadh,17,20,45,14,172,8,34,2251,338,13,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Gujarat,Kachchh East(G),21,13,71,33,432,6,59,2959,212,16,2,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Gujarat,Kachchh West(B),21,18,50,14,345,3,71,3027,144,20,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Gujarat,Kheda,22,19,52,6,202,3,36,2413,111,19,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Gujarat,Mahisagar,16,4,12,2,30,0,8,1101,53,4,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Gujarat,Mehsana,24,19,59,21,283,6,36,2702,792,15,0,Moderate,21.0,128.66666666666666,11.428571428571427,9.047619047619047,28.095238095238095,10.0,134.76190476190476,2.8571428571428568,17.142857142857142,3.198727649388096,6,15.376483916933642,9.49687760621988
Gujarat,Morbi,19,8,30,4,116,3,11,3833,98,4,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Gujarat,Narmada,7,3,5,4,46,5,9,1221,50,7,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Gujarat,Navsari,8,6,13,5,56,1,13,3132,28,1,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Gujarat,Panchmahal,31,16,50,6,190,5,22,2447,138,13,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Gujarat,Patan,25,10,20,16,204,3,34,2657,198,20,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Gujarat,Porbandar,9,6,16,4,55,4,6,675,68,8,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Gujarat,Rajkot City,33,29,48,27,654,7,110,6852,298,21,1,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Gujarat,Rajkot Rural,29,10,34,11,101,2,21,2915,166,14,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Gujarat,Sabarkantha,23,14,42,20,371,8,69,3307,60,37,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Gujarat,Surat City,100,52,304,56,1764,14,418,9872,468,61,2,High,45.0,219.37777777777777,22.22222222222222,11.555555555555554,67.55555555555556,12.444444444444445,392.0,3.111111111111111,92.8888888888889,7.514919304395762,6,29.86954924568573,9.142171973851926
Gujarat,Surat Rural,40,21,36,16,236,1,27,3662,69,10,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Gujarat,Surendranagar,29,13,31,9,129,0,13,2238,224,11,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Gujarat,Tapi,11,3,5,0,43,0,3,2575,39,1,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Gujarat,Vadodara City,17,18,35,6,597,9,137,3460,426,31,1,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Gujarat,Vadodara Rural,24,16,27,6,168,6,34,4488,163,17,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Gujarat,Valsad,28,10,25,4,143,0,21,4110,77,4,1,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Gujarat,W.Rly Ahmedabad,3,0,1,1,294,1,3,411,7,2,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Gujarat,W.Rly Vadodara,5,0,1,7,493,0,2,609,18,4,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Haryana,Ambala,28,83,168,14,855,1,75,4713,170,118,9,High,11.3,417.0796460176991,24.778761061946902,73.45132743362831,148.6725663716814,12.389380530973451,756.6371681415928,0.8849557522123894,66.3716814159292,14.715645810238051,5,68.0707284990954,8.369102772787125
Haryana,Bhiwani,51,57,72,20,782,133,25,4290,261,105,8,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Haryana,Faridabad,76,159,471,17,2301,222,231,9462,286,109,26,High,18.0,525.6666666666666,42.22222222222222,88.33333333333334,261.6666666666667,9.444444444444445,1278.3333333333333,123.33333333333334,128.33333333333334,25.52535881872821,6,100.0,7.944497370488991
Haryana,Fatehabad,14,43,68,8,605,1,65,3029,158,71,3,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Haryana,Gurugram,90,191,286,66,4969,221,410,14610,337,207,15,High,15.1,967.5496688741722,59.60264900662252,126.49006622516558,189.4039735099338,43.70860927152318,3290.728476821192,146.35761589403972,271.52317880794703,39.70995456442352,6,100.0,6.216612133379771
Haryana,Hissar,37,106,110,29,1629,153,171,7965,211,283,4,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Haryana,Jhajjar,61,50,159,72,890,99,139,4239,156,76,17,High,9.6,441.5625,63.54166666666667,52.08333333333334,165.625,75.0,927.0833333333335,103.125,144.79166666666669,21.660501798590815,6,93.52465065330065,8.273368015516573
Haryana,Jind,39,47,111,31,960,0,66,4299,369,84,11,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Haryana,Kaithal,35,44,175,27,836,4,98,3334,406,72,6,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Haryana,Karnal,66,128,150,11,1906,122,545,8757,687,177,19,High,15.1,579.9337748344371,43.70860927152318,84.76821192052981,99.33774834437087,7.284768211920531,1262.2516556291391,80.79470198675496,360.92715231788077,21.810309110480095,6,61.7195324399614,7.732297909103809
Haryana,Kurukshetra,27,93,180,34,1175,0,74,4779,204,176,3,High,9.7,492.6804123711341,27.835051546391757,95.87628865979383,185.56701030927837,35.05154639175258,1211.340206185567,0.0,76.28865979381443,20.294333067638405,5,90.39532159364059,8.073482784139314
Haryana,Mahendergarh,33,39,65,3,382,111,39,2968,131,67,7,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Haryana,Nuh,22,71,108,15,670,335,59,3139,63,73,11,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Haryana,Palwal,58,64,117,2,952,333,73,4489,189,178,22,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Haryana,Panchkula,13,40,111,12,776,33,213,3244,166,62,1,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Haryana,Panipat,72,108,598,12,1851,154,121,8486,683,188,6,High,12.8,662.96875,56.25,84.375,467.1875,9.375,1446.09375,120.3125,94.53125,33.3868423407812,6,100.0,7.407608099729943
Haryana,Rewari,41,49,86,12,743,109,31,3572,154,73,10,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Haryana,Rohtak,62,78,163,68,1652,216,165,5791,141,133,9,High,10.9,531.2844036697247,56.88073394495412,71.55963302752293,149.54128440366972,62.38532110091743,1515.5963302752293,198.16513761467888,151.3761467889908,26.141068017935105,6,89.35495352937272,7.922530458919517
Haryana,Sirsa,37,64,121,24,1008,10,53,5837,453,75,5,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Haryana,Sonipat,76,130,305,118,1252,20,132,7064,316,220,16,High,14.5,487.17241379310343,52.41379310344827,89.6551724137931,210.34482758620692,81.37931034482759,863.4482758620688,13.793103448275863,91.0344827586207,21.936913149251833,6,100.0,8.095020587995657
Haryana,Yamunanagar,30,105,207,10,1407,0,171,5237,207,84,11,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Haryana,Irrigation & Power,0,0,0,0,0,0,0,1372,0,0,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Haryana,Charkhi Dadri,17,16,28,4,117,33,9,1276,160,35,5,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Haryana,Hansi,13,22,29,6,424,60,51,2090,138,61,4,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Himachal Pradesh,Baddi,8,36,18,0,67,33,12,712,124,22,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Himachal Pradesh,Bilaspur,4,13,22,0,47,17,12,949,318,32,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Himachal Pradesh,Chamba,3,25,23,0,22,7,15,641,242,32,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Himachal Pradesh,Hamirpur,1,6,24,0,23,7,4,773,355,41,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Himachal Pradesh,Kangra,15,53,63,2,131,65,58,2454,642,101,1,Moderate,15.1,162.51655629139074,9.933774834437086,35.099337748344375,41.72185430463577,1.3245033112582782,86.75496688741723,43.04635761589404,38.41059602649007,5.1027618715404195,6,23.12309243525315,9.364515138625185
Himachal Pradesh,Kinnaur,2,11,11,0,5,6,6,250,59,7,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Himachal Pradesh,Kullu,10,30,44,1,34,31,26,1001,304,31,0,Moderate,4.4,227.49999999999997,22.727272727272727,68.18181818181817,100.0,2.2727272727272725,77.27272727272727,70.45454545454545,59.09090909090908,9.82853259471075,6,50.71512156638314,9.110411829650435
Himachal Pradesh,Lahaul & Spiti,2,1,0,0,4,2,1,118,11,1,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Himachal Pradesh,Mandi,8,57,49,1,45,20,0,1810,689,75,0,Moderate,10.0,181.0,8.0,57.0,49.0,1.0,45.0,20.0,0.0,5.1587323365131565,5,30.19041354422337,9.292239741392214
Himachal Pradesh,Shimla,15,38,54,2,82,35,57,1743,370,46,0,Moderate,8.1,215.1851851851852,18.51851851851852,46.91358024691358,66.66666666666667,2.469135802469136,101.23456790123457,43.20987654320988,70.37037037037037,7.378328755533002,6,35.32748337434619,9.158566175053974
Himachal Pradesh,Sirmaur,7,48,34,0,76,66,44,1030,54,54,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Himachal Pradesh,Solan,4,17,46,1,89,19,35,863,31,19,0,Moderate,5.8,148.79310344827587,6.8965517241379315,29.31034482758621,79.3103448275862,1.7241379310344829,153.44827586206895,32.758620689655174,60.3448275862069,6.367987642100796,6,30.778832398908385,9.418177649858526
Himachal Pradesh,Una,6,24,25,1,43,37,22,851,64,31,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Himachal Pradesh,Cyber,0,0,0,0,0,0,0,4,0,0,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Jharkhand,Bokaro,52,60,162,19,845,0,0,3842,1395,79,13,Moderate,20.6,186.50485436893203,25.24271844660194,29.126213592233007,78.64077669902912,9.223300970873785,410.19417475728153,0.0,0.0,7.757812726671302,5,37.339768545620295,9.270714232266505
Jharkhand,Chaibasa,108,40,28,22,199,5,11,882,105,20,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Jharkhand,Chatra,53,25,45,24,195,177,50,1602,561,13,11,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Jharkhand,Deoghar,86,55,131,30,527,179,34,2782,732,121,14,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Jharkhand,Dhanbad,80,77,105,35,1149,82,5,3987,61,112,15,Moderate,26.8,148.7686567164179,29.850746268656714,28.73134328358209,39.179104477611936,13.059701492537313,428.7313432835821,30.59701492537313,1.8656716417910446,7.4251998460609325,6,29.093292740539717,9.418273243368262
Jharkhand,Dumka,70,34,39,21,255,46,38,1201,153,36,8,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Jharkhand,Garhwa,87,36,113,14,197,124,82,1910,506,70,21,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Jharkhand,Giridih,69,99,261,20,365,249,138,2950,576,44,35,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Jharkhand,Godda,42,48,96,12,291,22,82,1836,125,162,5,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Jharkhand,Gumla,86,106,50,13,189,15,0,1015,68,16,2,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Jharkhand,Hazaribagh,84,61,64,32,683,258,188,3609,1242,39,20,Moderate,17.3,208.61271676300578,48.554913294797686,35.26011560693641,36.99421965317919,18.497109826589593,394.7976878612717,149.1329479768786,108.67052023121387,11.753230418633159,6,36.57144842502052,9.184266351574268
Jharkhand,Jamshedpur,80,77,137,172,844,54,399,3755,1378,48,9,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Jharkhand,Jamtara,26,12,24,5,115,39,25,739,127,21,5,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Jharkhand,Khunti,67,26,18,12,91,0,0,604,86,6,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Jharkhand,Koderma,22,46,40,5,190,95,2,1172,251,60,7,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Jharkhand,Latehar,50,36,35,6,115,22,47,821,132,35,1,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Jharkhand,Lohardagga,28,32,44,9,123,34,43,709,167,22,1,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Jharkhand,Pakur,28,50,41,4,119,75,34,854,212,19,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Jharkhand,Palamu,86,59,106,40,324,148,76,2486,554,91,14,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Jharkhand,Ramgarh,27,20,32,11,222,9,65,948,167,15,10,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Jharkhand,Ranchi,154,190,216,157,2377,74,221,7450,956,71,12,High,29.0,256.8965517241379,53.10344827586207,65.51724137931035,74.48275862068965,54.13793103448276,819.6551724137931,25.51724137931035,76.20689655172414,15.483766682813883,6,64.90712597063916,8.995463149813679
Jharkhand,Sahebganj,47,47,68,19,144,84,83,1281,261,21,4,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Jharkhand,Saraikela,61,15,17,12,173,1,88,1096,122,19,1,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Jharkhand,Simdega,50,47,25,7,71,1,22,404,2,0,0,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Karnataka,Bagalkot,41,12,42,14,299,109,76,2199,128,159,2,Moderate,19.0,115.73684210526316,21.578947368421055,6.315789473684211,22.10526315789474,7.368421052631579,157.36842105263156,57.368421052631575,40.0,4.638815303717877,6,15.060663964852852,9.547436810503484
Karnataka,Bengaluru City,173,151,946,603,7574,109,2462,28666,2817,757,29,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Karnataka,Bengaluru District,70,21,252,100,1180,138,375,6031,601,156,14,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Karnataka,Belagavi District,69,22,96,31,503,261,139,4703,479,276,3,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Karnataka,Ballari,26,9,51,22,347,93,82,1792,164,81,1,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Karnataka,Bidar,54,11,52,52,331,150,43,3136,655,54,4,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Karnataka,Vijayapura,59,20,84,11,373,160,95,2858,336,140,3,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Karnataka,Chikkaballapura,29,9,53,30,343,159,93,2577,516,146,11,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Karnataka,Chamarajnagar,19,9,28,9,133,107,21,1705,313,155,1,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Karnataka,Chikkamagaluru,14,6,77,19,216,101,68,2759,560,223,4,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Karnataka,Chitradurga,30,12,86,30,367,174,101,4057,612,383,7,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Karnataka,Dakshina Kannada,22,10,20,16,81,49,33,1812,257,57,0,High,21.0,86.28571428571429,10.476190476190476,4.761904761904762,9.523809523809524,7.619047619047619,38.57142857142857,23.333333333333336,15.714285714285714,2.0749916287697294,6,8.500820376841363,9.662598898027543
Karnataka,Davanagere,29,17,122,54,632,182,7,3396,336,218,7,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Karnataka,Dharwad,26,3,18,11,144,56,39,1193,137,47,0,Moderate,19.4,61.49484536082475,13.402061855670105,1.5463917525773196,9.278350515463918,5.670103092783506,74.22680412371135,28.865979381443303,20.103092783505154,2.367766486982623,6,7.848695587471788,9.759538079250701
Karnataka,Gadag,22,7,23,10,163,96,39,1060,116,56,2,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
Karnataka,Kalaburgi,55,12,45,11,296,190,26,2462,362,117,3,High,24.55,238.0220713073005,21.835824809861002,20.834370591652146,73.60501567398119,16.644693473961766,279.97693900602405,20.69364161849711,62.63952892985151,8.637109772635414,0,0.0,9.069267609155714
